,loss,val_loss,lr
0,5.259552001953125,54238.9921875,0.003000000026077032
1,4.892877578735352,100.4080810546875,0.003000000026077032
2,4.598848342895508,139843.171875,0.003000000026077032
3,4.482462406158447,4678.658203125,0.003000000026077032
4,4.477385997772217,4.533103942871094,0.003000000026077032
5,4.640805721282959,4.659822940826416,0.003000000026077032
6,4.210630893707275,9.258960723876953,0.003000000026077032
7,4.033548831939697,23.27911949157715,0.003000000026077032
8,3.944070816040039,32.65426254272461,0.003000000026077032
9,4.510321140289307,180.50225830078125,0.003000000026077032
10,4.630159378051758,4.69291877746582,0.001500000013038516
11,4.639382362365723,71.56219482421875,0.001500000013038516
12,4.037886619567871,9.100066184997559,0.001500000013038516
13,4.024026393890381,11.464985847473145,0.001500000013038516
14,4.45598840713501,3.7963454723358154,0.001500000013038516
15,4.895285129547119,4.149654388427734,0.001500000013038516
16,5.0442399978637695,4.649852752685547,0.001500000013038516
17,4.241672515869141,4.401819705963135,0.001500000013038516
18,4.178363800048828,4.625311374664307,0.001500000013038516
19,4.639204025268555,4.5533223152160645,0.001500000013038516
20,4.041686058044434,4.23410701751709,0.000750000006519258
21,4.370914459228516,3.58280086517334,0.000750000006519258
22,4.096004009246826,4.548895359039307,0.000750000006519258
23,4.185572147369385,3.281747341156006,0.000750000006519258
24,4.492491722106934,5.174797534942627,0.000750000006519258
25,4.246779918670654,4.432535171508789,0.000750000006519258
26,4.403407573699951,3.576352119445801,0.000750000006519258
27,4.297672271728516,4.427149295806885,0.000750000006519258
28,4.131847858428955,3.5838444232940674,0.000750000006519258
29,4.091807842254639,4.467715263366699,0.000375000003259629
