,loss,accuracy,val_loss,val_accuracy,lr
0,4.778204441070557,0.0,16895.87109375,0.0,0.003000000026077032
1,4.223043441772461,0.0,14367.0849609375,0.0,0.003000000026077032
2,4.382420539855957,0.0,8.623953819274902,0.0,0.003000000026077032
3,4.6954803466796875,0.0,5.2092604637146,0.0,0.003000000026077032
4,3.9970412254333496,0.0,15.23396110534668,0.0,0.003000000026077032
5,3.9455726146698,0.0,4.6883721351623535,0.0,0.003000000026077032
6,4.172178745269775,0.0,85.08839416503906,0.0,0.003000000026077032
7,4.1476545333862305,0.0,212.63174438476562,0.0,0.003000000026077032
8,4.490933418273926,0.0,4.528217792510986,0.0,0.003000000026077032
9,4.613509654998779,0.0,23.528005599975586,0.0,0.003000000026077032
10,4.54331636428833,0.0,352.641845703125,0.0,0.003000000026077032
11,4.356958389282227,0.0,130.87637329101562,0.0,0.003000000026077032
12,4.175816059112549,0.0,4.492552280426025,0.0,0.003000000026077032
13,4.338033676147461,0.0,4.424042224884033,0.0,0.003000000026077032
14,5.001022815704346,0.0,4.089029312133789,0.0,0.003000000026077032
15,4.400218963623047,0.0,6.894411087036133,0.0,0.003000000026077032
16,4.834734916687012,0.0,5.17443323135376,0.0,0.003000000026077032
17,4.364501476287842,0.0,7.137690544128418,0.0,0.003000000026077032
18,4.2837138175964355,0.0,4.272575378417969,0.0,0.003000000026077032
19,4.459615707397461,0.0,11.717331886291504,0.0,0.003000000026077032
20,4.401995658874512,0.0,4.264237880706787,0.0,0.001500000013038516
21,4.37837553024292,0.0,3.9617581367492676,0.0,0.001500000013038516
22,4.04054069519043,0.0,3.9226136207580566,0.0,0.001500000013038516
23,4.495672702789307,0.0,3.8540022373199463,0.0,0.001500000013038516
24,4.663897514343262,0.0,4.154518127441406,0.0,0.001500000013038516
25,4.103525638580322,0.0,3.8896255493164062,0.0,0.001500000013038516
26,3.955019950866699,0.0,4.027551174163818,0.0,0.001500000013038516
27,4.360825061798096,0.0,4.770165920257568,0.0,0.001500000013038516
28,4.366945266723633,0.0,4.0960845947265625,0.0,0.001500000013038516
29,4.061040878295898,0.0,4.112994194030762,0.0,0.000750000006519258
